CONTID,CONTRACT,COMREF,CONTAMOUNT,PAYAMOUNT,PREAMOUNT,PAYPREAMOUNT,CONTBEGIN,CONTEND,BENCUST,DATA
17,374700001,ՀՀ ԱԺ ՄԱԾՁԲ-17/3-6/1,318420.0,318420.0,0.0,0.0,20170802,20171230,"ՀՀ ԱԻՆ ՏԵԽՆԻԿԱԿԱՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ԱԶԳ
ԱՅԻՆ ԿԵՆՏՐՈՆ ՊՈԱԿ",20171227
17,386782001,ՀՀ ԱԺ-ԲԸԱՀԾՁԲ-16/3-024,174500.0,174500.0,0.0,0.0,20170206,20171230,ՏՈՅՈՏԱ ԵՐԵՎԱՆ ՍՊԸ,20171227
17,388548001,ՀՀ ԱԺ-ԲԸԱՀԾՁԲ-16/3-025,56700.0,56700.0,0.0,0.0,20170406,20171230,ԵՈՒՐՈՄՈԹՈՐՍ ՓԲԸ,20171227
18,349451001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/3-2017 ,6860000.0,6860000.0,0.0,0.0,20170111,20171230,Սմարթլայն ՍՊԸ,20171227
18,355979001,Բ 0081873854,654000.0,654000.0,0.0,0.0,20170316,20171225,Մարիանա ՍՊԸ,20171227
18,359057001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-2ՌՖ,4169000.0,4169000.0,0.0,0.0,20170322,20171230,Ռետրո Ֆիլինգս ՍՊԸ,20171227
18,359058001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-2ՊԱՏ,119400.0,119400.0,0.0,0.0,20170322,20171230,Պատրոն ՌՄ ՍՊԸ,20171227
18,359059001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-2ՆՈՐ,1318770.0,1318770.0,0.0,0.0,20170322,20171230,Նորմա պլյուս ՍՊԸ,20171227
18,359060001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-2ՍՄԱ,4545200.0,4545200.0,0.0,0.0,20170322,20171230,Սմարթլայն ՍՊԸ,20171227
18,361649001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-2ՍԻԼ,4265725.0,4265725.0,0.0,0.0,20170322,20171230,Սիլվա Յոլչյան ԱՁ,20171227
18,368813001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-2ԷՆ,201915.0,201915.0,0.0,0.0,20170322,20171230,Էն Գրուպ ՍՊԸ,20171227
18,371749001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-2ԿՈՄ,3087300.0,3087300.0,0.0,0.0,20170322,20171230,Կոմպասս ՍՊԸ,20171227
18,385499001,Ա7759091177,462200.0,462200.0,0.0,0.0,20171106,20171225,«ԷԼԼԱՄՈԴԱ»,20171227
18,391010001,ՀՀ ԱԺ ՄԱԱՊՁԲ-17/1-48,540000.0,540000.0,0.0,0.0,20171213,20171230,ԷԼԱԱՄՈԴԱ ՍՊԸ,20171227
18,391011001,ՀՀ ԱԺ ՄԱԱՊՁԲ-17/1-48,357200.0,357200.0,0.0,0.0,20171213,20171230,ԷԼԱԱՄՈԴԱ ՍՊԸ,20171227
19,385830001,Բ9957360336,500000.0,500000.0,0.0,0.0,20171108,20171225,ԱՐՄԱՆ ԲԱԲԱԼԱՐՅԱՆ,20171227
19,389681001,ՀՀ ԱԺ ՄԱԱՊՁԲ-17/1-44,999400.0,999400.0,0.0,0.0,20171201,20171230,ԱՐՄԱՆ ԲԱԲԱԼԱՐՅԱՆ ԱՁ,20171227
19,389687001,Բ7291199933,488000.0,488000.0,0.0,0.0,20171130,20171225,ԱՐՏԵՄԻՍ ՍՊԸ,20171227
20,344410001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/1-2017Ֆ,97100000.0,97100000.0,0.0,0.0,20170111,20171230,Ֆլեշ ՍՊԸ,20171227
20,357029001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/1-2017Մ,578000.0,578000.0,0.0,0.0,20170111,20171230,Մաքսհուր ՍՊԸ,20171227
20,365292001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/6-2017-ԺԳ,24000.0,24000.0,0.0,0.0,20170428,20171230,Ժակ եւ Գոռ ՍՊԸ,20171227
20,368575001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/6-2017-1ՄՈՍ,80500.0,80500.0,0.0,0.0,20170511,20171230,Մոսէսքո ՍՊԸ,20171227
20,371035001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/6-2017-1ԺԳ,45000.0,45000.0,0.0,0.0,20170511,20171230,Ժակ եւ Գոռ ՍՊԸ,20171227
20,371751001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/6-2017-ՄԷ,1030000.0,1030000.0,0.0,0.0,20170428,20171230,Մոսէսքո ՍՊԸ,20171227
20,371752001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/6-2017-1 ԱՐՊ,1267880.0,1267880.0,0.0,0.0,20170511,20171230,Արպանիվ ՍՊԸ,20171227
20,371753001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/6-2017-ՀՄ,377700.0,377700.0,0.0,0.0,20170428,20171230,Հյուս -  Մոտոր ՍՊԸ,20171227
20,371754001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/6-2017-1ՀՄ,302960.0,302960.0,0.0,0.0,20170511,20171230,Հույս-Մոտոր ՍՊԸ,20171227
20,371755001,ՀՀ ԱԺ-ԲԸԱՀԾՁԲ-16/3-025,731680.0,731680.0,0.0,0.0,20170406,20171230,Եուրոմոթորս ՍՊԸ,20171227
20,371906001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/6-2017-ԿԱՍ,320400.0,320400.0,0.0,0.0,20170428,20171230,Կարկոմավտո Սերվիս,20171227
20,380708001,ՀՀ ԱԺ ԳՀԱՊՁԲ-17/3,510000.0,510000.0,0.0,0.0,20170926,20171220,ՎԱՐՄԷՔՍ,20171227
20,385346001,ՀՀ ԱԺ ԳՀԱՊՁԲ-17/5ԺԱԿ,25200.0,25200.0,0.0,0.0,20171106,20171230,ԺԱԿ ԵՎ ԳՈՌ,20171227
20,385498001,ՀՀ ԱԺ ԳՀԱՊՁԲ-17/5 ԱՐՊ,975516.0,975516.0,0.0,0.0,20171106,20171230,ԱՐՊԱՆԻՎ,20171227
21,375009001,Բ0942704626,270000.0,270000.0,0.0,0.0,20170814,20171225,ՀԱՅԿ ՍԵԽՊԵՅԱՆ,20171227
21,389685001,Բ6668012722,457500.0,457500.0,0.0,0.0,20171130,20171225,ՄԱԳՆԱՏԷՍ ՍՊԸ,20171227
22,359049001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-1-ՍԵԳ,30000.0,30000.0,0.0,0.0,20170328,20171230,ՍԵԳ ՍՊԸ,20171227
22,359050001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-1-ԿՍ,47040.0,47040.0,0.0,0.0,20170328,20171230,Կոմպյուտեր_Սերվիս ՍՊԸ,20171227
22,359051001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-ՆԲ,91000.0,91000.0,0.0,0.0,20170324,20171230,Նեթվորք Բիլդերս ՍՊԸ,20171227
22,359052001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-1-ՎԱՆ,709680.0,709680.0,0.0,0.0,20170328,20171230,Վանդիստ ՍՊԸ,20171227
22,359053001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-1-ՌՖ,10556000.0,10556000.0,0.0,0.0,20170328,20171230,Ռետրո Ֆիլինգս ՍՊԸ,20171227
22,359061001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-ԵՏՍ,192960.0,192960.0,0.0,0.0,20170324,20171230,Երեւան Տելեկոմ Սոլուշնս ՓԲԸ,20171227
22,359063001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-1-ԼԻՄ,660000.0,660000.0,0.0,0.0,20170328,20171230,Լիմուշ ՍՊԸ,20171227
22,359064001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-1-ԿՈՄ,700200.0,700200.0,0.0,0.0,20170328,20171230,Կոմպասս ՍՊԸ,20171227
22,359065001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-ԷԼԿ,380000.0,380000.0,0.0,0.0,20170324,20171230,ԷԼԿՈՄՊ ՍՊԸ,20171227
22,360216001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-1-ՆՈՐ,229719.0,229719.0,0.0,0.0,20170328,20171230,Նորմա պլյուս ՍՊԸ,20171227
22,371750001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-1-ՄԻԿ,558300.0,558300.0,0.0,0.0,20170328,20171230,Միկրորինգ ՍՊԸ,20171227
22,371768001,ՀՀ ԱԺ ՇՀԱՊՁԲ-15/8-2017-ՌՖ,2631000.0,2631000.0,0.0,0.0,20170324,20171230,Ռետրո Ֆիլինգս ՍՊԸ,20171227
22,375010001,ՀՀ ԱԺ ՄԱԾՁԲ-17/3-7,332440.0,332440.0,0.0,0.0,20170811,20171230,ՅՈՒՊԻՏԵՐ ՖՈՏՈ ԷՔՍՊՐԵՍ ՍՊԸ,20171227
22,379510001,ՀՀ ԱԺ ԳՀԱՊՁԲ-17/1-ԻԱ,78600.0,78600.0,0.0,0.0,20170828,20171220,ԻԱՅՍԻՏԵԼԵԿՈՄ,20171227
22,381185001,ՀՀ ԱԺ ԳՀԱՊՁԲ-17/4,2187800.0,2187800.0,0.0,0.0,20170929,20171220,ԳԱՄՄԱ ԷԼԵԿՏՐԻԿՍ ՍՊԸ,20171227
22,390139001,Բ8268897859,198000.0,198000.0,0.0,0.0,20171206,20171225,ՄԵՏՐ 1 ՍՊԸ,20171227
22,391429001,ՀՀ ԱԺ ԳՀԱՊՁԲ-17/7 ՊԱՏ,49500.0,49500.0,0.0,0.0,20171206,20171230,ՊԱՏՐՈՆ ՌՄ ՍՊԸ,20171227
22,392997001,ՀՀ ԱԺ ԳՀԱՊՁԲ-17/7 ՍԵԳ,377000.0,0.0,0.0,0.0,20171206,20171230,ՍԵԳ ՍՊԸ,20171227
28,332540001,,1263800.0,1170304.4,0.0,0.0,20170109,20171225,«ՀԱՅԱՍՏԱՆԻ ԷԼԵԿՏՐԱԿԱՆ ՑԱՆՑԵՐ»,20171227
28,349828001,,867000.0,675400.0,0.0,0.0,20170303,20171225,«ՎԱՐԴԱՆԱՆՑ ԲԻԶՆԵՍ ԿԵՆՏՐՈՆ»,20171227
30,330906001,,137300.0,137300.0,0.0,0.0,20170104,20170228,«ԱՐՄԵՆԻԱ ՏԵԼԵՖՈՆ ԿՈՄՊԱՆԻ»,20171227
30,332262001,,750000.0,716032.0,0.0,0.0,20170109,20171225,«ՄՏՍ ՀԱՅԱՍՏԱՆ»,20171227
30,332263001,,900000.0,852478.1,0.0,0.0,20170109,20171225,«ՎԵՈՆ ԱՐՄԵՆԻԱ»,20171227
30,332264001,,2900000.0,2823564.0,0.0,0.0,20170109,20171225,«ՅՈՒՔՈՄ»,20171227
30,332541001,,325000.0,325000.0,0.0,0.0,20170109,20171225,"ՀՀ ԿԱ ԱԶԳԱՅԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ԾԱՌԱՅՈՒ
ԹՅՈՒՆ",20171227
30,343006001,,450000.0,412500.0,0.0,0.0,20170116,20171225,«ՄՏՍ ՀԱՅԱՍՏԱՆ»,20171227
30,343007001,,200000.0,0.0,0.0,0.0,20170217,20171225, ՀԱՅՓՈՍՏ,20171227
30,355737001,,200400.0,155869.0,0.0,0.0,20170315,20171225,«ՄՏՍ ՀԱՅԱՍՏԱՆ»,20171227
31,348830001,,500000.0,500000.0,0.0,0.0,20170216,20171225,ԻՆԳՈ ԱՐՄԵՆԻԱ ԱՊԱՀՈՎԱԳՐԱԿԱՆ,20171227
32,336928001,,2428000.0,2426664.0,0.0,0.0,20170109,20171225,Մերի Հենրիկի Հակոբյան,20171227
32,343182001,,1755000.0,1755000.0,0.0,0.0,20170112,20171225,«ՓՐՈՓԵՐԹԻ ՍՈԼՅՈՒՇՆԶ»,20171227
32,343183001,,22068000.0,22068000.0,0.0,0.0,20170223,20171225,«ՎԱՐԴԱՆԱՆՑ ԲԻԶՆԵՍ ԿԵՆՏՐՈՆ»,20171227
32,383570001,,484100.0,414386.0,0.0,0.0,20170912,20171225,Խաչիկ Հակոբի Զաքարյան,20171227
32,383571001,,1777120.0,1566547.0,0.0,0.0,20170912,20171225,Արթուր Մանուկի Զաքարյան,20171227
34,334703001,,288000.0,288000.0,0.0,0.0,20170117,20171225,ԼԻՆԿ,20171227
34,334704001,,200000.0,200000.0,0.0,0.0,20170116,20171225,"ԵՐԵՎԱՆԻ ՄԱԹԵՄԱՏԻԿԱԿԱՆ ՄԵՔԵՆԱՆԵՐԻ ԳԻ
ՏԱՀԵՏԱԶՈՏԱԿԱՆ ԻՆՍՏԻՏՈՒՏ",20171227
34,356218001,,600000.0,600000.0,0.0,0.0,20170217,20171225,Լ ՍՈՖՏ,20171227
34,358773001,,170000.0,170000.0,0.0,0.0,20170331,20171225,ԼԻՆԿ,20171227
34,359081001,,461800.0,461500.0,0.0,0.0,20170410,20171225,ՄԱՆՎԵԼ ՋԱԼԱՎՅԱՆ,20171227
34,385154001,,92360.0,92100.0,0.0,0.0,20171025,20171225,ՄԱՆՎԵԼ ՋԱԼԱՎՅԱՆ,20171227
35,385153001,,77000.0,77000.0,0.0,0.0,20171102,20171225,ԷՎԵԼԻՆԱ ՄԿՐՏՉՅԱՆ,20171227
36,386212001,,490000.0,490000.0,0.0,0.0,20171114,20171225,«ՀԱՅԱՈՒԴԻՏ»,20171227
38,351204001,,420000.0,420000.0,0.0,0.0,20170313,20171225,ԿԵՆՏՐՈՆ .ՇՐՋ .ՊԱՀՊԱՆՈՒԹՅԱՆ ԲԱԺԻՆ,20171227
39,388860001,,450000.0,450000.0,0.0,0.0,20171205,20171225,Լ ՍՈՖՏ,20171227
40,390260001,,15776000.0,15776000.0,0.0,0.0,20171130,20171225,«ԱԳԱԹ-777»,20171227
41,344099001,,3688800.0,3688400.0,0.0,0.0,20170117,20171225,«Մ - ԲԻ-Ռ,20171227
41,361277001,,198000.0,193000.0,0.0,0.0,20170420,20171225,ԳՐԻԳՈՐ ԱՅՎԱԶՅԱՆ,20171227
42,360143001,,29400.0,29400.0,0.0,0.0,20170410,20171225,«ՄԵԳԱ-ՊԵՅՊԵՐ»,20171227
42,360435001,,897100.0,897100.0,0.0,0.0,20170414,20171225,«ՍՄԱՐԹԼԱՅՆ»,20171227
42,361276001,,390000.0,390000.0,0.0,0.0,20170418,20171225,ՊԱՏՐՈՆ ՌՄ,20171227
42,361278001,,510000.0,510000.0,0.0,0.0,20170418,20171225,ԿՈՊԻ ՍԵՐՎԻՍ,20171227
42,362146001,,390170.0,390170.0,0.0,0.0,20170421,20171225,«ՍՄԱՐԹԼԱՅՆ»,20171227
43,334705001,,57000.0,0.0,0.0,0.0,20170117,20171225,ՖԼԵՇ,20171227
43,344100001,,11965690.0,11965690.0,0.0,0.0,20170113,20171225,ՄԱՔՍՀՈՒՐ,20171227
43,350775001,,32000.0,32000.0,0.0,0.0,20170220,20171225,«ԷԼԲԱՏ»,20171227
43,353478001,,216000.0,216000.0,0.0,0.0,20170301,20171225,ԱՐՊԱՆԻՎ,20171227
43,356219001,,223000.0,223000.0,0.0,0.0,20170316,20171225,«ԷԼԲԱՏ»,20171227
43,361275001,,771400.0,738000.0,0.0,0.0,20170406,20171225,ԱՐՊԱՆԻՎ,20171227
44,362145001,,44050.0,44050.0,0.0,0.0,20170421,20171225,«ԳԵՈԹԵՐՄ»,20171227
44,362594001,,1415590.0,1415590.0,0.0,0.0,20170421,20171225,ՀԱՂԹԱՆԱԿ-2000,20171227
48,327483001,ԿՊ0065/2017,62435743.2,62435743.2,0.0,0.0,20170124,20171225,«ՀԱՅԱՍՏԱՆԻ ԷԼԵԿՏՐԱԿԱՆ ՑԱՆՑԵՐ»,20171227
48,327485001,00490/2017,21565041.5,21565041.5,0.0,0.0,20170124,20171225,«ԳԱԶՊՐՈՄ ԱՐՄԵՆԻԱ»,20171227
48,334086001,N012.10.16 0490/1,3500000.0,3500000.0,0.0,0.0,20170201,20171225,«ԳԱԶՊՐՈՄ ԱՐՄԵՆԻԱ»,20171227
49,327487001,4-10-8/2017,269686.0,269686.0,0.0,0.0,20170124,20171225,ԵՐԵՎԱՆ ՋՈՒՐ,20171227
49,334087001,N06-0065-24,5108.0,5108.0,0.0,0.0,20170201,20171225,ԵՐԵՎԱՆ ՋՈՒՐ,20171227
49,348709001,4-10-8 / 2017,4100000.0,4100000.0,0.0,0.0,20170228,20171225,«ՎԵՈԼԻԱ ՋՈՒՐ»,20171227
49,356173001,ՀՀՆԱ-ԲԸԱՀԾՁԲ-16/1,1960000.0,1960000.0,0.0,0.0,20170404,20171225,«ԵՐԵՎԱՆԻ ԿԱՆԽԱՐԳԵԼԻՉ ԱԽՏԱՀԱՆՈՒՄ»,20171227
49,393038001,4-10-8/2017.,125206.0,112360.0,0.0,0.0,20171226,20171225,«ՎԵՈԼԻԱ ՋՈՒՐ»,20171227
50,335019001,ՀՀՆԱ-ՇՀԾՁԲ-15/1-16/72,383051.0,383051.0,0.0,0.0,20170203,20171225,«ՎԵՈՆ ԱՐՄԵՆԻԱ » ՓԲԸ,20171227
50,336270001,12/09/2017,16400.0,16400.0,0.0,0.0,20170207,20171225,Ղ-ՏԵԼԵԿՈՄ,20171227
50,343085001,S4002/2017,7004363.0,7004359.2,0.0,0.0,20170217,20171225,«ՎԵՈՆ ԱՐՄԵՆԻԱ » ՓԲԸ,20171227
50,343088001,ՀՀՆԱ-ՇՀԾՁԲ-15/1-16/72,442799.5,442798.8,0.0,0.0,20170217,20171225,«ՎԵՈՆ ԱՐՄԵՆԻԱ » ՓԲԸ,20171227
50,343092001,PD-65-01-17,704515.0,704515.0,0.0,0.0,20170217,20171225,ՀԱՅՓՈՍՏ,20171227
50,348268001,N099/01/08/2011,1924800.0,1721682.0,0.0,0.0,20170227,20171225,«ՅՈՒՔՈՄ»,20171227
50,352406001,010819761/2017,5400321.3,5383598.8,0.0,0.0,20170316,20171225,«ՎԵՈՆ ԱՐՄԵՆԻԱ » ՓԲԸ,20171227
50,356450001,ՀՀՆԱ-ԲԸԱՀԾՁԲ-17/4,145000.0,145000.0,0.0,0.0,20170405,20171225,"ԵՐԵՎԱՆԻ ՄԱԹԵՄԱՏԻԿԱԿԱՆ ՄԵՔԵՆԱՆԵՐԻ ԳԻ
ՏԱՀԵՏԱԶՈՏԱԿԱՆ ԻՆՍՏԻՏՈՒՏ",20171227
50,357768001,ՀՀՆԱ-ՇՀԾՁԲ-15/6-17/10,1800000.0,1800000.0,0.0,0.0,20170412,20171225,ԲԵՍԹ ՍՈՖԹ,20171227
50,361404001,2,1701875.0,1701875.0,0.0,0.0,20170503,20171225,"ՀՀ  ԿԱ ԱԶԳԱՅԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ԾԱՌԱՅՈ
ՒԹՅՈՒՆ",20171227
50,361900001,ՀՀՆԱ-ՇՀԾՁԲ-15/1-17/19,240000.0,240000.0,0.0,0.0,20170505,20171225,«ՄՏՍ ՀԱՅԱՍՏԱՆ»,20171227
50,372660001,63,1701875.0,1701875.0,0.0,0.0,20170727,20171225,"ՀՀ  ԿԱ ԱԶԳԱՅԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ԾԱՌԱՅՈ
ՒԹՅՈՒՆ",20171227
50,385334001,123,1653750.0,1653750.0,0.0,0.0,20171115,20171225,"ՀՀ  ԿԱ ԱԶԳԱՅԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ԾԱՌԱՅՈ
ՒԹՅՈՒՆ",20171227
50,386230001,184,1572500.0,1572500.0,0.0,0.0,20171123,20171225,"ՀՀ  ԿԱ ԱԶԳԱՅԻՆ ԱՆՎՏԱՆԳՈՒԹՅԱՆ ԾԱՌԱՅՈ
ՒԹՅՈՒՆ",20171227
51,349408001,ՀՀՆԱ-ԲԸԱՀԾՁԲ-17/5,2123100.0,2123100.0,0.0,0.0,20170302,20171225,ՍԻԼ ԻՆՇՈՒՐԱՆՍ ԱՊԱՀՈՎԱԳՐԱԿԱՆ,20171227
52,344213001,252,31165200.0,31165200.0,0.0,0.0,20170222,20171225,«ԷՐԵԲՈՒՆԻ-ՊԼԱԶԱ»,20171227
54,357615001,Բ4006061485,53400.0,53400.0,0.0,0.0,20170411,20171225,ԽԱՉԱՏՈՒՐ ԱԴՈՒՄՅԱՆ Ա/Ձ,20171227
54,362071001,Բ5354074832,60000.0,60000.0,0.0,0.0,20170506,20171225,ԽԱՉԱՏՈՒՐ ԱԴՈՒՄՅԱՆ Ա/Ձ,20171227
55,337063001,ՀՀՆԱ-ԲԸԱՀԾՁԲ-17/2,1944000.0,1944000.0,0.0,0.0,20170208,20171225,«ՀԱՅԿԱԿԱՆ ԾՐԱԳՐԵՐ»,20171227
56,344692001,ՀՀՆԱ-ՇՀԱՊՁԲ-15/20-16/69-1,3531454.0,3531454.0,0.0,0.0,20170223,20171225,"«ՀՀ ՄԱՄՈՒԼԻ ՏԱՐԱԾՄԱՆ ԳՈՐԾԱԿԱԼՈՒԹՅՈՒ
Ն»",20171227
56,350948001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/4-3,626700.0,626700.0,0.0,0.0,20170309,20171225,«ԱՍՏՂԻԿ ԳՐԱՏՈՒՆ»,20171227
56,351496001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/4-2,26400.0,26400.0,0.0,0.0,20170313,20171225,ԼԻՄՈՒՇ,20171227
56,351501001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/4-1,32400.0,32400.0,0.0,0.0,20170313,20171225,ՄԻՍՄԱ,20171227
56,352417001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/4-5,35400.0,35400.0,0.0,0.0,20170316,20171225,Արման Ասմանգուլյան,20171227
56,357804001,ՀՀՆԱ-ՇՀԱՊՁԲ-15/20-16/69-2,36990.0,36990.0,0.0,0.0,20170412,20171225,ԲԼԻՑ-ՄԵԴԻԱ,20171227
56,360129001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/18-2,67200.0,67200.0,0.0,0.0,20170426,20171225,Արման Ասմանգուլյան Ա/Ձ,20171227
56,362939001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/4-4,282570.0,282570.0,0.0,0.0,20170516,20171225,«ՍԱՔԻ»,20171227
56,362941001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/18-1,25200.0,25200.0,0.0,0.0,20170516,20171225,«ԹԱՍԿ»,20171227
56,364243001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/27,148560.0,148560.0,0.0,0.0,20170524,20171225,ԼԵԳԱԼ-ՊԼՅՈՒՍ,20171227
56,366422001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/31,27000.0,27000.0,0.0,0.0,20170608,20171225,Արման Ասմանգուլյան Ա/Ձ,20171227
56,370743001,ՀՀՆԱ-ՇՀԱՇՁԲ-15/3-17/18-3,64800.0,64800.0,0.0,0.0,20170713,20171225,«ԱՍՏՂԻԿ ԳՐԱՏՈՒՆ»,20171227
