MINID,NAME,DATA
105020,ՀՀ ՏԿԵՆ պետական գույքի կառավարման կոմիտե,2019
105021,ՀՀ տարածքային կառավարման եւ զարգացման նախարարության միգրացիոն ծառայություն,2019
105022,ՀՀ տարածք.կառ.նախ.աշխատ.պետ.ռեզերվների գործակալություն,2019
105026,ՀՀ տրանսպորտի նախարարության <Հայկական երկաթուղի> դեպարտամենտ,2019
105032,Պետական գնումների գործակալություն,2019
105033,Հայաստանի հանրային հեռուստառադիոընկերության խորհուրդ,2019
105034,ՀՀ հաշվեքննիչ պալատ,2019
105035,Մարդու իրավունքների պաշտպանի աշխատակազմ,2019
105036,ՀՀ արտաքին գործերի նախարարության Սփյուռքի հետ կապերի պետական կոմիտե,2019
105037,ՀՀ միջուկային անվտանգության կարգավորման կոմիտե,2019
105039,ՀՀ տրանսպորտի եվ կապի նախ. կապի եվ տեղեկատվայնացման գլխավոր վարչութ,2019
105040,Ազգային Անվտանգության Խորհուրդ,2019
105041,Պետական պահպանության ծառայություն,2019
105042,ՀՀ գյուղատնտեսության նախարարության սննդամթերքի անվտանգության պետական ծառայություն,2019
105043,ՀՀ կառավարությանն առընթեր ճարտարապետության պետական կոմիտե,2019
105044,ՀՀ քննչական կոմիտե,2019
105045,ՀՀ քաղաքաշինության կոմիտե,2019
105046,ՀՀ էկոնոմիկայի նախարարության զբոսաշրջության կոմիտե,2019
105047,ՀՀ արդարադատության նախարարության քրեակատարողական ծառայություն,2019
105048,ՀՀ արդարադատության նախարարության  հարկադիր կատարումն ապահովող ծառայություն,2019
105049,Կոռուպցիայի կանխարգելման հանձնաժողով ,2019
105050,ՀՀ բնապահպանության նախարարության անտառային կոմիտե,2019
105051,ՀՀ պետական վերահսկողական ծառայություն,2019
105052,ՀՀ արդարադատության նախարարության պրոբացիայի ծառայություն,2019
105053,ՀՀ պաշտպանության նախարարության զինված ուժերի գլխավոր շտաբ,2019
105054,ՀՀ պաշտպանության նախարարության ռազմարդյունաբերության կոմիտե,2019
105055,ՀՀ կրթության եւ գիտության նախարարության բարձրագույն որակավորման կոմիտե,2019
105056,ՀՀ կրթության եւ գիտության նախարարության լեզվի կոմիտե,2019
106001,Երեւանի քաղաքապետարան,2019
106002,Արագածոտնի մարզպետարան,2019
106003,Արարատի մարզպետարան,2019
106004,Արմավիրի մարզպետարան,2019
106005,Գեղարքունիքի մարզպետարան,2019
106006,Լոռու մարզպետարան,2019
106007,Կոտայքի մարզպետարան,2019
106008,Շիրակի մարզպետարան,2019
106009,Սյունիքի մարզպետարան,2019
106010,Վայոց ձորի մարզպետարան,2019
106011,Տավուշի մարզպետարան,2019
301001,"Կոնվերս բանկ
",2019
301002,ՀՀ կառավարություն ,2019
301003,Մարդու իրավունքների պաշտպանի աշխատակազմ,2019
301004,Բելոռուսիա,2019
301005,Հայկական ավիաղուիներ ՊՓԲԸ,2019
301006,Գրեյթ Վելիի ՍՊԸ,2019
301007,Այլ մարմիններ,2019
301008,Աշտարակյան Գինիներ ՓԲԸ,2019
301009,«Լինսի» հիմնադրամ,2019
301010,Տավրոս,2019
301011,Ագրոբանկ,2019
301012,Հանքավան Սպրինգս ՍՊԸ,2019
301013,Վրաստան,2019
301014,Ոռոգում ՊՓԲԸ,2019
301015,Լինսի հիմնադրամ,2019
301016,«Գլաձոր»  ՈՒՎԿ,2019
301020,Այլ մարմիններ,2019
301021,Այլ մարմիններ,2019
301022,Այլ մարմիններ,2019
301023,Այլ մարմիններ,2019
301099, ,2019
302001,«Հայկական ատոմակայան» ՓԲԸ,2019
302002,«Բարձրավոլտ էլեկտր.ցանցեր»ՓԲԸ,2019
302003,«Էլեկտրաէներներգետիկական համակարգի օպերատոր» ՓԲԸ,2019
302004,«Հայաստանի էլեկտրակ.ցանցեր»ՓԲԸ,2019
302005,Միջազգային էներգետիկ կորպորացիա» ՓԲԸ,2019
302006,«Դարդան» ՍՊԸ-ից` «Ավտոճանապարհային մեքենաներ» ՓԲԸ-ի պարտքի մարում,2019
302007,«Ակբա-Կրեդիտ Ագրիոկլ բանկ»ՓԲԸ,2019
302008,«Նոր Ակունք» ՓԲԸ,2019
302009,«Կարեն Դեմիրճյանի անվան մետրոպոլիտեն»ՊՓԸ,2019
302010,«Հայջրմուղկոյուղի» ՓԲԸ,2019
302011,«Վայք Գրուպ» ՓԲԸ,2019
302012,«Որոտանի հիդրոէլեկտրոկայանների համալիր» ՓԲԸ,2019
302013,«ՓՄՁ ներդրումներ» ՈՒՎԿ հիմնադրամ,2019
302014,«Հայաստանի ՓՄՁ ԶԱԿ»հիմնադրամ,2019
302015,«Արմենիա մոլիբդեն փրոդաքշն»ՍՊԸ,2019
302016,«Զանգեզուր մայնինգ» ՍՊԸ,2019
302017,«Թամարա Ֆրութ» ՓԲԸ,2019
302018,«Հայջրմուղկոյուղի» ՓԲԸ«Համայնքային ջրամատակարարման եւ ջրահեռացման ծրագիր»,2019
302019,ՀՀկենտրոնական բանկից /«Գերմանահայկական հիմնադրամ» ծրագրի կարգավորման գրասենյակի կողմից տնտեսության կայունացման վարկավորման ծրագրի շրջանակներում տրամադրված վարկերից/,2019
302020,Այլ վարկառուներից,2019
302021,«Սպիտակի »Վանուհի» ԲԲԸ,2019
302022,ՀՀ պետական կառավարման մարմիններ,2019
302023,ՀՀ տարածքային կառավարման մարմիններ,2019
302024,«Հրաշք այգի» ՍՊԸ,2019
302025,«Բերիություն» ԱՄ-ի Մասիսի շրջանային միավորում» ՍՊԸ,2019
302026,«Միկշին» ՍՊԸ,2019
302027,«Լոռի ջրմուղկոյուղի» ՓԲԸ,2019
302028,«Շիրակ ջրմուղկոյուղի» ՓԲԸ,2019
302029,«Ավանդների փոխհատուցումը երաշխավորող հիմնադրամ» ՓԲԸ,2019
302030,«Ռադիոիզոտոպների արտադրության կենտրոն» ՓԲԸ,2019
302031,«Հայջրմուղկոյուղի» ՓԲԸ «Փոքր համայնքների ջրամատակարարման եւ ջրահեռացման ծրագիր»,2019
302032,«Երեւանի Ջերմաէլեկտրակենտրոն» ՓԲԸ,2019
302033,«Երեւանի Վ. Բրյուսովի անվան պետական լեզվահասարակագիտական համալսարան» ՊՈԱԿ,2019
302034,«Վայք գրուպ» ՓԲԸ,2019
302035,Այլ,2019
302036,Սալսա դիվելոփմենտ ՓԲԸ,2019
302037,"Վերականգնվող էներգետիկայի եւ էներգախնայողության, քաղաքային ջեռուցման փորձնական ծրագրեր",2019
302038,Գյուղական ֆինանսավորման կառույց,2019
302039,«Հայջրմուղկոյուղի» ՓԲԸ «Ջրամատակարարման եւ ջրահեռացման սեկտորի ծրագիր»,2019
302040,Հայաստանում գյուղական տարածքների տնտեսական զարգացման հիմնադրամ,2019
302041,«Երքաղլույս»  ՓԲԸ,2019
