MINID,NAME,DATA
104007,ՀՀ էկոնոմիկայի նախարարություն,2021
104008,ՀՀ,2021
104009,ՀՀ տարածքային կառավարման եւ ենթակառուցվածքների նախարարություն,2021
104010,"ՀՀ կրթության, գիտության, մշակույթի եւ սպորտի նախարարություն",2021
104011,"ՀՀ կրթության, գիտության, մշակույթի եւ սպորտի նախարարություն",2021
104013,ՀՀ պաշտպանության նախարարություն,2021
104016,ՀՀ աշխատանքի եւ սոցիալական հարցերի նախարարություն,2021
104018,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,2021
104020,ՀՀ քաղաքաշինության նախարարություն,2021
104021,ՀՀ ֆինանսների նախարարություն,2021
104022,"ՀՀ կրթության, գիտության, մշակույթի եւ սպորտի նախարարություն",2021
104023,ՀՀ արտակարգ իրավիճակների նախարարություն,2021
104024,ՀՀ վարչապետի աշխատակազմ,2021
104025,ՀՀ ֆինանսների նախարարություն /բժշկական ապահովագրության մասով/,2021
104026,ՀՀ միջազգային տնտեսական ինտեգրման եւ բարեփոխումների նախարարություն,2021
105001,ՀՀ կենտրոնական բանկ,2021
105002,ՀՀ աշխատանքի եւ սոցիալական հարցերի նախարարության միասնական սոցիալական ծառայություն,2021
105003,ՀՀ վիճակագրական կոմիտե,2021
105004,ՀՀ հանրային ծառայությունները կարգավորող հանձնաժողով,2021
105005,ՀՀ կենտրոնական ընտրական հանձնաժողով,2021
105006,ՀՀ արժեթղթերի հանձնաժողով,2021
105007,ՀՀ քաղաքացիական ծառայության խորհուրդ,2021
105008,ՀՀ տնտեսական մրցակցության պաշտպանության պետական հանձնաժողով,2021
105009,ՀՀ կադաստրի կոմիտե,2021
105010,ՀՀ տարածքային կառավարման եւ ենթակառուցվածքների նախարարության ջրային կոմիտե,2021
105011,ՀՀ կառավարությանն առընթեր մաքսային պետական կոմիտե,2021
105012,Հեռուստատեսության եւ ռադիոյի հանձնաժողով,2021
105013,ՀՀ պետական եկամուտների կոմիտե,2021
105014,ՀՀ արտակարգ իրավիճակների նախարարության  փրկարար ծառայություն,2021
105015,ՀՀ կրթության եւ գիտության նախարարության գիտության կոմիտե,2021
105016,ՀՀ ՏԿԵՆ քաղաքացիական ավիացիայի կոմիտե,2021
105017,ՀՀ արտաքին գործերի նախարարության պետական արարողակարգի ծառայություն,2021
105018,ՀՀ ազգային անվտանգության ծառայություն,2021
105019,ՀՀ ոստիկանություն,2021
105020,ՀՀ ՏԿԵՆ պետական գույքի կառավարման կոմիտե,2021
105021,ՀՀ տարածքային կառավարման եւ ենթակառուցվածքների նախարարության միգրացիոն ծառայություն,2021
105022,ՀՀ տարածք.կառ.նախ.աշխատ.պետ.ռեզերվների գործակալություն,2021
105026,ՀՀ տրանսպորտի նախարարության <Հայկական երկաթուղի> դեպարտամենտ,2021
105032,Պետական գնումների գործակալություն,2021
105033,Հանրային հեռարձակողի խորհուրդ,2021
105034,ՀՀ հաշվեքննիչ պալատ,2021
105035,Մարդու իրավունքների պաշտպանի աշխատակազմ,2021
105036,ՀՀ արտաքին գործերի նախարարության Սփյուռքի հետ կապերի պետական կոմիտե,2021
105037,ՀՀ միջուկային անվտանգության կարգավորման կոմիտե,2021
105039,ՀՀ տրանսպորտի եվ կապի նախ. կապի եվ տեղեկատվայնացման գլխավոր վարչութ,2021
105040,Ազգային Անվտանգության Խորհուրդ,2021
105041,Պետական պահպանության ծառայություն,2021
105042,ՀՀ գյուղատնտեսության նախարարության սննդամթերքի անվտանգության պետական ծառայություն,2021
105043,ՀՀ կառավարությանն առընթեր ճարտարապետության պետական կոմիտե,2021
105044,ՀՀ քննչական կոմիտե,2021
105045,ՀՀ քաղաքաշինության կոմիտե,2021
105046,ՀՀ էկոնոմիկայի նախարարության զբոսաշրջության կոմիտե,2021
105047,ՀՀ արդարադատության նախարարության քրեակատարողական ծառայություն,2021
105048,ՀՀ արդարադատության նախարարության  հարկադիր կատարումն ապահովող ծառայություն,2021
105049,Կոռուպցիայի կանխարգելման հանձնաժողով ,2021
105050,ՀՀ շրջակա միջավայրի նախարարության անտառային կոմիտե,2021
105051,ՀՀ պետական վերահսկողական ծառայություն,2021
105052,ՀՀ արդարադատության նախարարության պրոբացիայի ծառայություն,2021
105053,ՀՀ պաշտպանության նախարարության զինված ուժերի գլխավոր շտաբ,2021
105054,ՀՀ պաշտպանության նախարարության ռազմարդյունաբերության կոմիտե,2021
105055,ՀՀ կրթության եւ գիտության նախարարության բարձրագույն որակավորման կոմիտե,2021
105056,ՀՀ կրթության եւ գիտության նախարարության լեզվի կոմիտե,2021
105057,Հակակոռուպցիոն կոմիտե,2021
106001,Երեւանի քաղաքապետարան,2021
106002,Արագածոտնի մարզպետարան,2021
106003,Արարատի մարզպետարան,2021
106004,Արմավիրի մարզպետարան,2021
106005,Գեղարքունիքի մարզպետարան,2021
106006,Լոռու մարզպետարան,2021
106007,Կոտայքի մարզպետարան,2021
106008,Շիրակի մարզպետարան,2021
106009,Սյունիքի մարզպետարան,2021
106010,Վայոց ձորի մարզպետարան,2021
106011,Տավուշի մարզպետարան,2021
301001,"Կոնվերս բանկ
",2021
301002,ՀՀ կառավարություն ,2021
301003,Մարդու իրավունքների պաշտպանի աշխատակազմ,2021
301004,Բելոռուսիա,2021
301005,Հայկական ավիաղուիներ ՊՓԲԸ,2021
301006,Գրեյթ Վելիի ՍՊԸ,2021
301007,Այլ մարմիններ,2021
301008,Աշտարակյան Գինիներ ՓԲԸ,2021
301009,«Լինսի» հիմնադրամ,2021
301010,Տավրոս,2021
301011,Ագրոբանկ,2021
301012,Հանքավան Սպրինգս ՍՊԸ,2021
301013,Վրաստան,2021
301014,Ոռոգում ՊՓԲԸ,2021
301015,Լինսի հիմնադրամ,2021
301016,«Գլաձոր»  ՈՒՎԿ,2021
301020,Այլ մարմիններ,2021
301021,Այլ մարմիններ,2021
301022,Այլ մարմիններ,2021
301023,Այլ մարմիններ,2021
301099, ,2021
302001,«Հայկական ատոմակայան» ՓԲԸ,2021
302002,«Բարձրավոլտ էլեկտր.ցանցեր»ՓԲԸ,2021
302003,«Էլեկտրաէներներգետիկական համակարգի օպերատոր» ՓԲԸ,2021
302004,«Հայաստանի էլեկտրակ.ցանցեր»ՓԲԸ,2021
302005,Միջազգային էներգետիկ կորպորացիա» ՓԲԸ,2021
302006,«Դարդան» ՍՊԸ-ից` «Ավտոճանապարհային մեքենաներ» ՓԲԸ-ի պարտքի մարում,2021
302007,«Ակբա-Կրեդիտ Ագրիոկլ բանկ»ՓԲԸ,2021
302008,«Նոր Ակունք» ՓԲԸ,2021
302009,«Կարեն Դեմիրճյանի անվան մետրոպոլիտեն»ՊՓԸ,2021
302010,«Հայջրմուղկոյուղի» ՓԲԸ,2021
302011,«Վայք Գրուպ» ՓԲԸ,2021
302012,«Որոտանի հիդրոէլեկտրոկայանների համալիր» ՓԲԸ,2021
302013,«ՓՄՁ ներդրումներ» ՈՒՎԿ հիմնադրամ,2021
302014,«Հայաստանի ՓՄՁ ԶԱԿ»հիմնադրամ,2021
302015,«Արմենիա մոլիբդեն փրոդաքշն»ՍՊԸ,2021
302016,«Զանգեզուր մայնինգ» ՍՊԸ,2021
302017,«Թամարա Ֆրութ» ՓԲԸ,2021
302018,«Հայջրմուղկոյուղի» ՓԲԸ«Համայնքային ջրամատակարարման եւ ջրահեռացման ծրագիր»,2021
302019,ՀՀկենտրոնական բանկից /«Գերմանահայկական հիմնադրամ» ծրագրի կարգավորման գրասենյակի կողմից տնտեսության կայունացման վարկավորման ծրագրի շրջանակներում տրամադրված վարկերից/,2021
302020,Այլ վարկառուներից,2021
302021,«Սպիտակի »Վանուհի» ԲԲԸ,2021
302022,ՀՀ պետական կառավարման մարմիններ,2021
302023,ՀՀ տարածքային կառավարման մարմիններ,2021
302024,«Հրաշք այգի» ՍՊԸ,2021
302025,«Բերիություն» ԱՄ-ի Մասիսի շրջանային միավորում» ՍՊԸ,2021
302026,«Միկշին» ՍՊԸ,2021
302027,«Լոռի ջրմուղկոյուղի» ՓԲԸ,2021
302028,«Շիրակ ջրմուղկոյուղի» ՓԲԸ,2021
302029,«Ավանդների փոխհատուցումը երաշխավորող հիմնադրամ» ՓԲԸ,2021
302030,«Ռադիոիզոտոպների արտադրության կենտրոն» ՓԲԸ,2021
302031,«Հայջրմուղկոյուղի» ՓԲԸ «Փոքր համայնքների ջրամատակարարման եւ ջրահեռացման ծրագիր»,2021
302032,«Երեւանի Ջերմաէլեկտրակենտրոն» ՓԲԸ,2021
302033,«Երեւանի Վ. Բրյուսովի անվան պետական լեզվահասարակագիտական համալսարան» ՊՈԱԿ,2021
302034,«Վայք գրուպ» ՓԲԸ,2021
302035,Այլ,2021
302036,Սալսա դիվելոփմենտ ՓԲԸ,2021
302037,"Վերականգնվող էներգետիկայի եւ էներգախնայողության, քաղաքային ջեռուցման փորձնական ծրագրեր",2021
302038,Գյուղական ֆինանսավորման կառույց,2021
302039,«Հայջրմուղկոյուղի» ՓԲԸ «Ջրամատակարարման եւ ջրահեռացման սեկտորի ծրագիր»,2021
302040,Հայաստանում գյուղական տարածքների տնտեսական զարգացման հիմնադրամ,2021
302041,«Երքաղլույս»  ՓԲԸ,2021
302042,«Դարդան» ՍՊԸ,2021
302043,Վանաձորի բաղնիքային տնտեսություն,2021
302044,Դի ընդ Էյջ Գրուպ ՍՊԸ,2021
302045,Քոնթուր Գլոբալ Հիդրո Կասկադ ՓԲԸ,2021
