MINID,NAME,DATA
302015,«Արմենիա մոլիբդեն փրոդաքշն»ՍՊԸ,2016
302016,«Զանգեզուր մայնինգ» ՍՊԸ,2016
302017,«Թամարա Ֆրութ» ՓԲԸ,2016
302018,«Հայջրմուղկոյուղի» ՓԲԸ«Համայնքային ջրամատակարարման եւ ջրահեռացման ծրագիր»,2016
302019,ՀՀկենտրոնական բանկից /«Գերմանահայկական հիմնադրամ» ծրագրի կարգավորման գրասենյակի կողմից տնտեսության կայունացման վարկավորման ծրագրի շրջանակներում տրամադրված վարկերից/,2016
302020,Այլ վարկառուներից,2016
302021,«Սպիտակի »Վանուհի» ԲԲԸ,2016
302022,ՀՀ պետական կառավարման մարմիններ,2016
302023,ՀՀ տարածքային կառավարման մարմիններ,2016
302024,«Հրաշք այգի» ՍՊԸ,2016
302025,«Բերիություն» ԱՄ-ի Մասիսի շրջանային միավորում» ՍՊԸ,2016
302026,«Միկշին» ՍՊԸ,2016
302027,«Լոռի ջրմուղկոյուղի» ՓԲԸ,2016
302028,«Շիրակ ջրմուղկոյուղի» ՓԲԸ,2016
302029,«Ավանդների փոխհատուցումը երաշխավորող հիմնադրամ» ՓԲԸ,2016
302030,«Ռադիոիզոտոպների արտադրության կենտրոն» ՓԲԸ,2016
302031,«Հայջրմուղկոյուղի» ՓԲԸ «Փոքր համայնքների ջրամատակարարման եւ ջրահեռացման ծրագիր»,2016
302032,«Երեւանի Ջերմաէլեկտրակենտրոն» ՓԲԸ,2016
302033,«Երեւանի Վ. Բրյուսովի անվան պետական լեզվահասարակագիտական համալսարան» ՊՈԱԿ,2016
302034,«Վայք գրուպ» ՓԲԸ,2016
302035,Այլ,2016
302036,Սալսա դիվելոփմենտ ՓԲԸ,2016
302037,"Վերականգնվող էներգետիկայի եւ էներգախնայողության, քաղաքային ջեռուցման փորձնական ծրագրեր",2016
302038,Գյուղական ֆինանսավորման կառույց,2016
302039,«Հայջրմուղկոյուղի» ՓԲԸ «Ջրամատակարարման եւ ջրահեռացման սեկտորի ծրագիր»,2016
