CONTID,CONTRACT,COMREF,CONTAMOUNT,PAYAMOUNT,PREAMOUNT,PAYPREAMOUNT,CONTBEGIN,CONTEND,BENCUST,DATA
17,968761001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/14-1,3546000.0,3546000.0,0.0,0.0,20220928,20221230,ՋԻ-ԷՍ-ՍԻ- ՍՊԸ,20221231
17,976545001,ՀՀ ԱԺ ԳՀԱՇՁԲ-22/2,6888240.0,6888240.0,0.0,0.0,20220328,20221230,ՀՈՐԻԶՈՆ ՍՊԸ,20221231
17,979825001,ՀՀ ԱԺ ԳՀԱՇՁԲ-22/3,2653754.0,2653754.0,0.0,0.0,20221107,20221230,ԱԼԼ ԳՐՈՒՊ ՍՊԸ,20221231
17,983934001, ՀՀ ԱԺ ՀՄԱԱՇՁԲ-22/2,6940000.0,6940000.0,0.0,0.0,20221121,20221230,Ա/Ձ Կամո Վարդանյան,20221231
17,987288001,ՀՀ ԱԺ ԳՀԱՇՁԲ-22/4,12026383.4,12026383.0,0.0,0.0,20221205,20221230,Հիպերնովա ՍՊԸ,20221231
17,988136001,ՀՀ ԱԺ ՀՄԱԱՇՁԲ-22/3,5370000.0,5370000.0,0.0,0.0,20221201,20221230,Եվրովենտ ՍՊԸ,20221231
17,992904001,ՀՀ ԱԺ ՀՄԱԱՇՁԲ-22/4,3139800.0,3139760.0,0.0,0.0,20221209,20221230,Ա/Ձ  ԳԵՎՈՐԳ  ԳԵՎՈՐԳՅԱՆ,20221231
17,996299001,ՀՀ ԱԺ ԳՀԱՇՁԲ-22/7,1900000.0,1900000.0,0.0,0.0,20221219,20221230,Միլ Քոնսթրաքշն ՍՊԸ,20221231
17,996676001,ՀՀ ԱԺ ԳՀԱՇՁԲ-22/5,8690000.0,8689787.0,0.0,0.0,20221219,20221230,Ա/Ձ ԳԵՎՈՐԳ ԳԵՎՈՐԳՅԱՆ,20221231
18,913895001,ՀՀ ԱԺ ԳՀԾՁԲ-22/6 Ֆ,7850000.0,6320570.3,0.0,0.0,20220210,20221230,Ֆլեշ Մոտորս ՍՊԸ,20221231
18,914217001,ՀՀ ԱԺ ԳՀԾՁԲ-22/6 ԳՄ,1100000.0,1049376.0,0.0,0.0,20220210,20221230,|`Գարանտ Մոթորս|` ՍՊԸ,20221231
18,924807001,ՀՀ ԱԺ ԳՀԾՁԲ-22/6 ԷԼԹԻ,650000.0,589200.0,0.0,0.0,20220210,20221230,ԷԼ ԹԻ ՄՈՏՈՐՍ ՍՊԸ,20221231
18,944108001,ՀՀ ԱԺ ԳՀԾՁԲ-22/6 ՍՍ,1300000.0,985400.0,0.0,0.0,20220211,20221230,ՍՄԱՐԹ ՍԻՍՏԵՄ ՍՊԸ,20221231
18,962611001,ՀՀ ԱԺ ԳՀԾՁԲ-22/6 Ջ,500000.0,122895.0,0.0,0.0,20220215,20221230,Ջակո Ավտոդետ ՍՊԸ,20221231
19,930828001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/3-2,297000.0,297000.0,0.0,0.0,20220119,20221230,-ԲԻԳ ՊԼԱՍՏ- ՍՊԸ,20221231
19,932272001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/3-6,168501.0,168230.0,0.0,0.0,20220121,20221230,ԷՍ ԴԻ ԷՄ ՍՊԸ,20221231
19,951614001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/25-1,808200.0,808200.0,0.0,0.0,20220615,20221230,ՊԱՏՐՈՆ ՌՄ ՍՊԸ,20221231
19,955246001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/25-2,778800.0,778800.0,0.0,0.0,20220617,20221230,ՅՈՒԷՆ ՍՈՒՊՈՐՏ ՍՊԸ,20221231
19,985817001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/38-4,290466.0,290466.0,0.0,0.0,20221124,20221230,Ֆորտունա սիթի  ՍՊԸ,20221231
19,985818001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/38-3,1185500.0,1185500.0,0.0,0.0,20221124,20221230,Մայ Մարկետ ՍՊԸ,20221231
19,985819001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/38-1,517350.0,517350.0,0.0,0.0,20221124,20221230,Սմարթլայն ՍՊԸ,20221231
19,985820001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/38-2,11520.0,11520.0,0.0,0.0,20221124,20221230,ՈՍԿԵ ԱԳԱ ՍՊԸ,20221231
21,954348001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/27-1,32793599.2,32792900.0,0.0,0.0,20220708,20221230,ՄԱՔՍ ՕԻԼ  ՍՊԸ,20221231
22,915006001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/5-1,3174600.0,3170000.0,0.0,0.0,20211229,20221230,ֆրեյա Էնդ Սոն ՍՊԸ,20221231
22,930828001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/3-2,1437620.0,1437228.6,0.0,0.0,20220119,20221230,-ԲԻԳ ՊԼԱՍՏ- ՍՊԸ,20221231
22,932272001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/3-6,1533799.0,1533799.0,0.0,0.0,20220121,20221230,ԷՍ ԴԻ ԷՄ ՍՊԸ,20221231
22,992905001,ՀՀ ԱԺ ՀՄԱԱՊՁԲ-22/6,5000000.0,5000000.0,0.0,0.0,20221209,20221230,«Ռոբերտ Մելիքյան» ԱՁ,20221231
23,928918001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/3-4,174000.0,174000.0,0.0,0.0,20220202,20221230,Ավագա Գրուպ ՍՊԸ,20221231
23,934335001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/11-1,1469810.0,1469810.0,0.0,0.0,20220405,20221229,Տոդոս-Ակա ՍՊԸ,20221231
23,970946001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/11-2,33600.0,33600.0,0.0,0.0,20220405,20221230,ՌՈԲԵՐՏ ԳԱՅԻԿՉՅԱՆ ԱՁ,20221231
23,970957001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/8-2,99999.6,99999.6,0.0,0.0,20220316,20221230,ՄՈՎՍԵՍՅԱՆ ՍՊԸ,20221231
23,985135001, ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/37-4 ,624000.0,624000.0,0.0,0.0,20221122,20221230,Ալֆա Էտալոն ՍՊԸ,20221231
23,987476001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/3-5,21000.0,0.0,0.0,0.0,20221130,20221230,Լայյթ ընդ Մոր ՍՊԸ,20221231
23,987477001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/37-2,60000.0,60000.0,0.0,0.0,20221130,20221230,Մայ Մարկետ  ՍՊԸ,20221231
23,987478001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/37-1,253200.0,253200.0,0.0,0.0,20221130,20221230,Էմ Սի Էս Կովկաս ՍՊԸ,20221231
23,987479001,ՀՀ ԱԺ ԷԱՃԱՊՁԲ-22/37-3,78499.8,78499.8,0.0,0.0,20221130,20221230,Մովսեսյան ՍՊԸ,20221231
30,885572001,,735000.0,673800.0,0.0,0.0,20090826,20221225,Վարդանանց Բիզնես Կենտրոն ՍՊԸ,20221231
30,890345001,,2065000.0,2064028.7,0.0,0.0,20190121,20221225,-Հայաստանի Էլեկտրական ցանցեր- ՓԲԸ,20221231
31,885570001,,500000.0,339371.8,0.0,0.0,20130715,20221220,-Տելեկոմ Արմենիա- ՓԲԸ,20221231
31,885571001,,6000.0,6000.0,0.0,0.0,20140131,20221220,ՄՏՍ Հայաստան ՓԲԸ,20221231
31,885573001,,3000000.0,2662534.6,0.0,0.0,20140930,20221220,--ՅՈՒՔՈՄ-- ՍՊԸ,20221231
31,895553001,,385200.0,385200.0,0.0,0.0,20211229,20221225,ՏԵԼԵԿՈՄ ԱՐՄԵՆԻԱ ՓԲԸ,20221231
31,898226001,,201000.0,201000.0,0.0,0.0,20220127,20221220,ՋԻԷՆՍԻ-ԱԼՖԱ ՓԲԸ,20221231
31,898227001,,12000.0,12000.0,0.0,0.0,20220127,20221220,ՋԻԷՆՍԻ-ԱԼՖԱ ՓԲԸ,20221231
31,901806001,,200000.0,0.0,0.0,0.0,20140121,20221225,Հայփոստ ՓԲԸ,20221231
32,890344001,,354000.0,354000.0,0.0,0.0,20211229,20221220,-ԻՆԳՈԱՐՄԵՆԻԱ- ԱՓԲԸ,20221231
33,887867001,,22068000.0,22068000.0,0.0,0.0,20090826,20221220,Վարդանանց Բիզնես Կենտրոն ՍՊԸ,20221231
33,887868001,,4224000.0,4224000.0,0.0,0.0,20200206,20221220,Խաչիկ Հակոբի Զաքարյան,20221231
33,887869001,,6794664.0,6794664.0,0.0,0.0,20170912,20221220,Արթուր Մանուկի Զաքարյան,20221231
35,898223001,,456000.0,456000.0,0.0,0.0,20220127,20221220,ԼԻՆԿ ՍՊԸ,20221231
35,898224001,,600000.0,600000.0,0.0,0.0,20220203,20221220,-ԼՍՈՖՏ- ՍՊԸ,20221231
35,898225001,,1200000.0,1200000.0,0.0,0.0,20220203,20221220,-ԼՍՈՖՏ- ՍՊԸ,20221231
35,907837001,,603800.0,581007.8,0.0,0.0,20220223,20221220,ԱՁ Մանվել Ջալավյան,20221231
35,907839001,,108000.0,108000.0,0.0,0.0,20220214,20221220,Լիդեր Պրոֆի ՍՊԸ,20221231
35,972730001,հակավիրուս,1600000.0,1599600.0,0.0,0.0,20221003,20221220,Էյչ Գրուպ ՍՊԸ,20221231
36,940766001,,390000.0,340000.0,0.0,0.0,20220418,20221220,ՀՀ ՊԵՏԱԿԱՆ ԿԱՌԱՎԱՐՄԱՆ ԱԿԱԴԵՄԻԱ ՊՈԱԿ,20221231
37,895552001,,30000.0,30000.0,0.0,0.0,20220201,20221220,Ռումորս ՍՊԸ,20221231
37,940767001,,225000.0,225000.0,0.0,0.0,20220516,20221220,Ռումորս ՍՊԸ,20221231
40,895554001,,420000.0,420000.0,0.0,0.0,20141001,20221220,ՀՀՈ ՊՊԳՎ կենտրոնական պահպանության,20221231
41,895555001,,2390000.0,2385984.0,0.0,0.0,20220117,20221220,ԼՈՒՔՍՈՐԻԱ ՍՊԸ,20221231
41,907838001,,200000.0,186900.0,0.0,0.0,20220222,20221220,Մեսրոպ Աղազարյան Վիգենի Ա/Ձ,20221231
42,935353001,,90000.0,90000.0,0.0,0.0,20220428,20221225,Ալֆա-Էտալոն ՍՊԸ,20221231
42,938580001,,632400.0,632400.0,0.0,0.0,20220428,20221225,ՊԱՏՐՈՆ ՌՄ ՍՊԸ,20221231
42,941820001,,42920.0,42920.0,0.0,0.0,20220523,20221220,Սմարթլայն ՍՊԸ,20221231
42,941821001,,133480.0,133480.0,0.0,0.0,20220523,20221220,-ԱՌԷԱ ՊԱՊԻՐՈՒՍ- ՍՊԸ,20221231
42,978993001,,1248359.5,1248359.5,0.0,0.0,20221026,20221220,Սմարթլայն ՍՊԸ,20221231
42,982915001,,46700.0,46700.0,0.0,0.0,20221026,20221220,Մայ Մարկետ ՍՊԸ,20221231
42,989319001,,89100.0,89100.0,0.0,0.0,20221128,20221225,Հրանտ Համբարձումյան Ա/Ձ,20221231
42,989320001,,501600.0,501600.0,0.0,0.0,20221128,20221225,ԿՈՄՊԳԱՐԱՆՏ ՍՊԸ,20221231
42,989321001,,48000.0,48000.0,0.0,0.0,20221128,20221225,ՔՈՄՓ ՊՐՈ ՍՊԸ,20221231
42,989322001,,54500.0,54500.0,0.0,0.0,20221130,20221225,Մովսեսյան ՍՊԸ,20221231
43,890343001,,3897950.0,3897949.2,0.0,0.0,20220118,20221220,ՍԻ ՓԻ ԷՍ ԷՆԵՐՋԻ ԳՐՈՒՊ ՍՊԸ,20221231
43,947277001,,4523250.0,4523250.0,0.0,0.0,20220617,20221220,ՄԵԳԱ ԹՐԵՅԴ ՍՊԸ,20221231
43,972729001,,312000.0,312000.0,0.0,0.0,20221010,20221220,Արպանիվ ՍՊԸ,20221231
43,981738001,,121000.0,121000.0,0.0,0.0,20221031,20221220,ԱՐՊԱՆԻՎ,20221231
44,900988001,,110000.0,110000.0,0.0,0.0,20220214,20221220,Ս.Ա.Վ. ԳՐՈՒՊ ՍՊԸ,20221231
44,902332001,,60000.0,60000.0,0.0,0.0,20220217,20221220,ՕՖԻՍ ԿԻՏ ՄԱՐԿԵՏ ՍՊԸ,20221231
44,923270001,,82000.0,82000.0,0.0,0.0,20220318,20221220,Հայկ Բաբաջանյան,20221231
44,924843001,,689100.0,689100.0,0.0,0.0,20220324,20221220,Նար-Առ ՍՊԸ,20221231
49,870853001,012.03.19.0490,19176000.0,18250636.0,0.0,0.0,20190301,20221230,Գազպրոմ Արմենիա ՓԲԸ,20221231
49,870854001,0317892,30079200.0,25716021.6,0.0,0.0,20190322,20221230,Հայաստանի էլեկտրական ցանցեր ՓԲԸ,20221231
50,870855001,4-10-8,6100000.0,5044841.6,0.0,0.0,20190301,20221230,Վեոլիա Ջուր ՓԲԸ,20221231
50,883387001,ՀՆԱ-ՄԱ-ԾՁԲ-22/30,330000.0,330000.0,0.0,0.0,20220117,20221230,ԵրՄիք ՍՊԸ,20221231
51,870856001,112758332,4100400.0,2699936.4,0.0,0.0,20151001,20221230,ՏԵԼԵԿՈՄ ԱՐՄԵՆԻԱ ՓԲԸ,20221231
51,871076001,113304184,1500000.0,365763.3,0.0,0.0,20220101,20221230,ՏԵԼԵԿՈՄ ԱՐՄԵՆԻԱ ՓԲԸ,20221231
51,872406001,ՀՆԱ-ՄԱ-ԾՁԲ-22/28,810000.0,64731.9,0.0,0.0,20220112,20221230,Յուքոմ ՓԲԸ,20221231
51,872407001,PD-30-01-22,700000.0,290230.0,0.0,0.0,20220104,20221230,Հայփոստ ՓԲԸ,20221231
51,875702001,ՀՆԱ-ՄԱ-ԾՁԲ-22/27,720000.0,720000.0,0.0,0.0,20220113,20221230,ՎԻ ԻՔՍ ՍՈՖԹ  ՍՊԸ,20221231
51,875703001,ՀՆԱ-ՄԱ-ԾՁԲ-22/29,407110.0,402000.0,0.0,0.0,20220112,20221230,Յուքոմ ՓԲԸ,20221231
51,875705001,ՀՆԱ-ՄԱ-ԾՁԲ-22/22,668800.0,668800.0,0.0,0.0,20220113,20221230,Լոկատոր ՓԲԸ,20221231
51,878041001,ՀՆԱ-ԳՀԾՁԲ-21/01,495000.0,495000.0,0.0,0.0,20201228,20221230,ՏԵԼԵԿՈՄ ԱՐՄԵՆԻԱ ՓԲԸ,20221231
51,959356001,ՀՆԱ-ՄԱ-ԾՁԲ-22/87,32500.0,32500.0,0.0,0.0,20220816,20221230,Յուքոմ ՓԲԸ,20221231
52,883386001,ՀՆԱ-ՄԱ-ԾՁԲ-22/23,748000.0,748000.0,0.0,0.0,20220121,20221230,Արմենիա Ինշուրանս ԱՍՊԸ,20221231
53,947073001,ՀՆԱ-ՄԱ-ԾՁԲ-22/73,60000.0,60000.0,0.0,0.0,20220606,20221230,ԱՆՈՒՇ ԱՅՎԱԶՅԱՆ Ա/Ձ,20221231
55,984754001,ՀՆԱ-ՄԱ-ԾՁԲ-22/102,200000.0,100000.0,0.0,0.0,20221115,20221230,ՀԱՅԱՍՏԱՆԻ ԱԶԳԱՅԻՆ ԱՐԽԻՎ  ՊՈԱԿ,20221231
56,876195001,ՀՆԱ-ՄԱ-ԾՁԲ-22/26,3034800.0,3034800.0,0.0,0.0,20220117,20221230,Հայկական Ծրագրեր  ՍՊԸ,20221231
56,955718001,Բ2397828838,30000.0,30000.0,0.0,0.0,20220720,20221230,Լիդեր Պրոֆի ՍՊԸ,20221231
57,943167001,ՀՆԱ-ԷԱՃԾՁԲ-22/70,75000.0,75000.0,0.0,0.0,20220531,20221230,ՀՀ պետական կառավարման ակադեմիա ՊՈԱԿ,20221231
58,875704001,ՀՆԱ-ՄԱ-ԾՁԲ-22/25,720000.0,720000.0,0.0,0.0,20220112,20221230,Մեդիամաքս մեդիա քոմփանի ՍՊԸ,20221231
58,875707001,ՀՆԱ-ԷԱՃԱՊՁԲ-22/17-1,335400.0,214600.0,0.0,0.0,20220107,20221230,"Մամուլի տարածման գործակալություն ՓԲ
Ը",20221231
58,880585001,ՀՆԱ-ԷԱՃԾՁԲ-22/14-1,513600.0,513600.0,0.0,0.0,20220107,20221230,Սեկո-Պրինտ ՍՊԸ,20221231
58,881505001,ՀՆԱ-ՄԱ-ԾՁԲ-22/24,720000.0,720000.0,0.0,0.0,20220120,20221230,ՍՊՌՈՒՏ  ՍՊԸ,20221231
58,898955001,Ա2379646171,42900.0,42900.0,0.0,0.0,20220207,20221230,ԱՆՏԱՐԵՍ ՍՊԸ,20221231
58,904849001,ՀՆԱ-ԷԱՃԾՁԲ-22/36-1,120000.0,108060.0,0.0,0.0,20220222,20221230,Քոփի Փրինթ ՍՊԸ,20221231
58,938574001,ՀՆԱ-ԷԱՃԾՁԲ-22/47-1,708000.0,708000.0,0.0,0.0,20220404,20221230,Յասոն ՍՊԸ,20221231
58,988789001,ՀՆԱ-ՄԱ-ԾՁԲ-22/111,135000.0,135000.0,0.0,0.0,20221129,20221230,ԷՅՋԻ ՖՈՏՈ ՍՊԸ,20221231
58,992088001,ՀՆԱ-ՄԱ-ԾՁԲ-22/112,50000.0,50000.0,0.0,0.0,20221129,20221230,ՄԱՍՏԵՐ ԴԻԶԱՅՆ ՍՊԸ,20221231
59,944321001,ՀՆԱ-ՄԱ-ԾՁԲ-22/72,100000.0,100000.0,0.0,0.0,20220530,20221230,Սեքյուրիթի Սիսթեմս ՍՊԸ,20221231
60,883388001,ՀՆԱ-ԳՀԾՁԲ-21/86,29460000.0,29460000.0,0.0,0.0,20210925,20221230,ԲԻ Էլ Գրուպ ՍՊԸ,20221231
60,912474001,ՀՆԱ-ԷԱՃԾՁԲ-22/41,224400.0,186696.0,0.0,0.0,20220310,20221230,Սելենա Սերվիս ՀՁ ՍՊԸ,20221231
60,937784001,ՀՆԱ-ՄԱ-ԾՁԲ-22/68,175200.0,175200.0,0.0,0.0,20220512,20221230,Մեգերյան Կարպետ ԲԲԸ,20221231
62,929895001,ՀՆԱ-ՄԱ-ԾՁԲ-22/59,300000.0,300000.0,0.0,0.0,20220415,20221230,Արտաշես Միլիտոնյան ԱՁ,20221231
62,965019001,ՀՆԱ-ԳՀԱՇՁԲ-22/86,1980000.0,1980000.0,0.0,0.0,20220912,20221230,Նաիրա Խաչատրյան Սամվելի,20221231
62,971681001,Բ1138648279,60810.0,60810.0,0.0,0.0,20220930,20221230,Լանդշաֆտ դիզայն ՍՊԸ,20221231
62,985491001,ՀՆԱ-ՄԱ-ԱՇՁԲ-22/108,950000.0,950000.0,0.0,0.0,20221118,20221230,Մ ՕԶՈՆ ՍՊԸ,20221231
62,985492001,ՀՆԱ-ՄԱ-ԱՇՁԲ-22/107,922000.0,922000.0,0.0,0.0,20221118,20221230,Անդրանիկ Մեջլումյան Հրաչիկի ԱՁ,20221231
63,874164001,ՀՆԱ-ԳՀԾՁԲ-22/03-2,600000.0,457684.5,0.0,0.0,20220105,20221230,Հայկ ընդ Սանս ՍՊԸ,20221231
63,878539001,ՀՆԱ-ԳՀԾՁԲ-22/03-3,1500000.0,1497767.5,0.0,0.0,20211229,20221230,ԷԼ ԹԻ ՄՈՏՈՐՍ,20221231
63,878540001,ՀՆԱ-ԳՀԾՁԲ-22/07,820000.0,547009.4,0.0,0.0,20220112,20221230,ՎԻԿՏՈՐՅԱ ՀԱԿՈԲՋԱՆՅԱՆ ԻԳՈՐԻ Ա/Ձ,20221231
63,881506001,ՀՆԱ-ԳՀԾՁԲ-22/03-1,1900000.0,1898608.5,0.0,0.0,20220111,20221230,Ֆլեշ Մոտորս ՍՊԸ,20221231
63,881507001,ՀՆԱ-ԳՀԾՁԲ-22/03-5,700000.0,608912.5,0.0,0.0,20220104,20221230,ԼՈՒՔՍՈՐԻԱ ՍՊԸ,20221231
63,881586001,ՀՆԱ-ԳՀԾՁԲ-22/03-4,800000.0,799484.0,0.0,0.0,20220105,20221230,Գարանտ Մոթոր  ՍՊԸ,20221231
63,911944001,ՀՆԱ-ԳՀԾՁԲ-22/43,500000.0,488660.0,0.0,0.0,20220309,20221230,|`Գարանտ Մոթորս|` ՍՊԸ,20221231
63,918930001,ՀՆԱ-ԳՀԾՁԲ-22/48,1050000.0,972000.0,0.0,0.0,20220322,20221230,ԱՁ Նարե Վարդանյան Իլյիչի,20221231
63,920153001,ՀՆԱ-ԳՀԾՁԲ-22/42-1,150000.0,140851.1,0.0,0.0,20220316,20221230,Թերմոկոն ՍՊԸ,20221231
63,920154001,ՀՆԱ-ԳՀԾՁԲ-22/42-2,390000.0,288530.0,0.0,0.0,20220324,20221230,Ար եւ Ար Դիզայն Քնսթրաքշն ՍՊԸ,20221231
63,925151001,Ա5629318214/Ա5432701485,45000.0,45000.0,0.0,0.0,20220325,20221230,Տոյոտա Երեւան ՍՊԸ,20221231
63,929896001,ՀՆԱ-ՄԱ-ԾՁԲ-22/60,724800.0,724800.0,0.0,0.0,20220415,20221230,ԿԱՆԱՏԵ ՍՊԸ,20221231
63,929897001,Ա8722833476/Ա2893818001,55500.0,55500.0,0.0,0.0,20220413,20221230,ՏՈՅՈՏԱ ԵՐԵՎԱՆ ՍՊԸ,20221231
63,929898001,Ա6924952718/Ա0348790760,104500.0,104500.0,0.0,0.0,20220413,20221230,ՏՈՅՈՏԱ ԵՐԵՎԱՆ ՍՊԸ,20221231
63,938114001,Ա2008168534/Ա1408934499,47000.0,47000.0,0.0,0.0,20220511,20221230,ՏՈՅՈՏԱ ԵՐԵՎԱՆ ՍՊԸ,20221231
63,938115001,Ա4372504641,13000.0,13000.0,0.0,0.0,20220511,20221230,ՏՈՅՈՏԱ ԵՐԵՎԱՆ ՍՊԸ,20221231
63,939924001,ՀՆԱ-ՄԱ-ԾՁԲ-22/71,155000.0,155000.0,0.0,0.0,20220519,20221230,ՅՈՒՆԻՔՈՄՓ ՓԲԸ,20221231
63,950935001,ՀՆԱ-ՄԱ-ԾՁԲ-22/77,261000.0,261000.0,0.0,0.0,20220704,20221230,ՌԱՏԵՔ  ՍՊԸ,20221231
63,962079001,ՀՆԱ-ՄԱ-ԾՁԲ-22/89,667700.0,667700.0,0.0,0.0,20220826,20221230,ՏՈՅՈՏԱ ԵՐԵՎԱՆ ՍՊԸ,20221231
63,975054001,ՀՆԱ-ՄԱ-ԾՁԲ-22/99,270000.0,270000.0,0.0,0.0,20221014,20221230,Գալուստ Վարդանյան Համբարձումի,20221231
63,984935001,ՀՆԱ-ՄԱ-ԾՁԲ-22/104,27000.0,27000.0,0.0,0.0,20221118,20221230,ՌԱՏԵՔ ՍՊԸ,20221231
64,880984001,ՀՆԱ-ԷԱՃԱՊՁԲ-22/12-1,88500.0,88500.0,0.0,0.0,20220112,20221230,Նորմա-պլյուս ՍՊԸ,20221231
64,880985001,ՀՆԱ-ԷԱՃԱՊՁԲ-22/12-2,18000.0,18000.0,0.0,0.0,20220117,20221230,ՊԱՏՐՈՆ ՌՄ ՍՊԸ,20221231
64,880986001,ՀՆԱ-ԷԱՃԱՊՁԲ-22/12-3,62500.0,62500.0,0.0,0.0,20220117,20221230,Մովսեսյան ՍՊԸ,20221231
64,886223001,ՀՆԱ-ՄԱ-ԱՊՁԲ-22/39,198000.0,198000.0,0.0,0.0,20220121,20221230,Ակտիս ՍՊԸ,20221231
