GROWP,SUBGROUP,CLASS,PROGRAM,NAME,DATA
1,5,1,1,Գիտական եւ գիտատեխնիկական գործունեության պայմանագրային (թեմատիկ) հետազոտություններ,2017
1,5,1,2,Գիտական եւ գիտատեխնիկական նպատակային-ծրագրային հետազոտություններ,2017
1,6,0,0,Ընդհանուր բնույթի հանրային ծառայություններ (այլ դասերին չպատկանող),2017
1,6,1,0,Ընդհանուր բնույթի հանրային ծառայություններ (այլ դասերին չպատկանող),2017
1,6,1,1,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2017
1,6,1,2,ՀՀ Ազգային ժողովի պատգամավորների ընտրություններ,2017
1,6,1,3,ՀՀ  տեղական ինքնակառավարման մարմինների ընտրություններ,2017
1,6,1,4,Փորձաքննությունների  ծառայություններ,2017
1,6,1,5,Աճուրդների կազմակերպման եւ անցկացման աշխատանքներ,2017
1,6,1,6,Համաշխարհային բանկի աջակցությամբ իրականացվող Պետական հատվածի  բարեփոխումների երկրորդ ծրագիր,2017
1,6,1,7,"Պետական գույքի հաշվառման, գույքագրման, ուսումնասիրությունների եւ գնահատման աշխատանքների իրականացում",2017
1,6,1,8,Սեյսմիկ պաշտպանության ազգային ծառայություն,2017
1,6,1,9,ՀՀ կառավարությանն առընթեր անշարժ գույքի կադաստրի պետական կոմիտեի ստորաբաժանումների կողմից մատուցվող ծառայություններից ստացվող եկամուտների հաշվին կոմիտեի համակարգի պահպանում,2017
1,6,1,10,ԱՄՆ կառավարության աջակցությամբ իրականացվող «Հազարամյակի մարտահրավեր» դրամաշնորհային  ծրագիր,2017
1,6,1,11,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  կարողությունների զարգացում",2017
1,6,1,12,ՀՀ կառավարությանն առընթեր անշարժ գույքի կադաստրի պետական կոմիտեի ստորաբաժանումների կողմից մատուցվող ծառայություններից ստացվող եկամուտների հաշվին կոմիտեի համակարգի կարողությունների զարգացում,2017
1,6,1,13,Երեւան քաղաքի ավագանու անդամների ընտրություններ,2017
1,6,1,14,Համաշխարհային բանկի աջակցությամբ իրականացվող Հարկային վարչարարության արդիականացման ծրագիր,2017
1,6,1,15,Համաշխարհային բանկի աջակցությամբ  իրականացվող առեւտրի եւ ենթակառուցվածքների զարգացման ծրագիր,2017
1,6,1,16,Համաշխարհային բանկի աջակցությամբ իրականացվող պետական հատվածի արդիականացման երրորդ ծրագիր,2017
1,6,1,17,Համաշխարհային բանկի աջակցությամբ իրականացվող վիճակագրական համակարգի զարգացման համար ազգային ռազմավարական ծրագրի իրականացման դրամաշնորհային ծրագիր,2017
1,6,1,18,Աջակցություն մարդու իրավունքների պաշտպանությանը Հայաստանի Հանրապետությունում,2017
1,6,1,19,Հիմնարկներին եվ կազմակերպություններին ամրացված` յուրաքանչյուր միավոր մինչեվ 5 մլն դրամ գնահատված արժեքով շարժական գույքի օտարման գործընթացում գտնվելու ժամանակահատվածում գույքի պահառության կազմակերպում,2017
1,6,1,20,"Ընտրական վարչարարության փորձի ուսումնասիրում, ընտրական վարչարարության բարձրացում, կենտրոնական ընտրական հանձնաժողովի վերազինում եւ ընտրական օրենսդրությանը վերաբերող նյութերի հրատարակում",2017
1,6,1,21,Համաշխարհային բանկի աջակցությամբ իրականացվող Հայաստանի կենսապայմանների ամբողջացված հետազոտության ընդլայնման դրամաշնորհային ծրագիր,2017
1,6,1,22,Համաշխարհային բանկի աջակցությամբ իրականացվող Տեղական տնտեսության ենթակառուցվածքի զարգացման  դրամաշնորհային ծրագիր,2017
1,7,0,0,Պետական պարտքի գծով գործառնություններ,2017
1,7,1,0,Պետական պարտքի գծով գործառնություններ,2017
1,7,1,1,ՀՀ պետական արժեթղթերի (գանձապետական պարտատոմսերի) սպասարկում (տոկոսավճար),2017
1,7,1,2,"Օտարերկրյա պետություններից, միջազգային կազմակերպություններից եւ այլ արտաքին աղբյուրներից ստացված վարկերի սպասարկում  (տոկոսավճար)",2017
1,7,1,3,Մուրհակների սպասարկման ծախսեր (տոկոսավճարներ),2017
1,7,1,4,Արտարժութային պետական պարտատոմսերի սպասարկում (տոկոսավճարներ),2017
1,8,0,0,Կառավարության տարբեր մակարդակների միջեւ իրականացվող ընդհանուր բնույթի տրանսֆերտներ,2017
1,8,1,0,Կառավարության տարբեր մակարդակների միջեւ իրականացվող ընդհանուր բնույթի տրանսֆերտներ,2017
1,8,1,1,Համայնքների բյուջեներին ֆինանսական համահարթեցման սկզբունքով դոտացիաների տրամադրում եւ Ազգային Ժողովի ընդունած օրենքների կիրարկման արդյունքում համայնքների բյուջեների եկամուտների կորուստների փոխհատուցում,2017
1,8,1,2,Պետական աջակցություն սահմանամերձ համայնքներին,2017
2,0,0,0,ՊԱՇՏՊԱՆՈՒԹՅՈՒՆ,2017
2,1,0,0,Ռազմական պաշտպանություն,2017
2,1,1,0,Ռազմական պաշտպանություն,2017
2,1,1,1,ՀՀ ռազմական կցորդների պահպանում,2017
2,1,1,2,Ռազմական կարիքների բավարարում,2017
2,1,1,3,ՀԱՊԿ-ում ՀՀ զինված ուժերի ներկայացուցչի պահպանում,2017
2,1,1,4,Եվրոպայում անվտանգության եւ համագործակցության կազմակերպությունում ՀՀ առաքելությունում ՀՀ ռազմական ներկայացուցչի պահպանում,2017
2,1,1,5,Ռազմական նշանակության համակարգերի պահպանում,2017
2,1,1,6,Ռուսաստանի Դաշնության  կողմից տրամադրված պետական արտահանման վարկի հաշվին ռուսական արտադրության ռազմական նշանակության արտադրանքի մատակարարումների ֆինանսավորում,2017
2,2,0,0,Քաղաքացիական պաշտպանություն,2017
2,2,1,0,Քաղաքացիական պաշտպանություն,2017
2,3,0,0,Արտաքին ռազմական օգնություն,2017
2,3,1,0,Արտաքին ռազմական օգնություն,2017
2,3,1,1,Երեւանում ՆԱՏՕ-ի հասարակական տեղեկատվական կենտրոնի ապահովում,2017
2,3,1,2,ՆԱՏՕ-ում Հայաստանի Հանրապետության առաքելությունում պաշտպանության հարցերով պետական խորհրդականի պահպանում,2017
2,3,1,3,ՆԱՏՕ-ում (ռազմավարական հրամանատարությունների) ռազմական համագործակցության վարչությունում Հայաստանի Հանրապետության  փոխգործակցության սպայի պահպանում,2017
2,3,1,4,ՆԱՏՕ-ում Հայաստանի Հանրապետության առաքելությունում Հայաստանի Հանրապետության ռազմական ներկայացուցչի պահպանում,2017
2,4,0,0,Հետազոտական եւ նախագծային աշխատանքներ պաշտպանության ոլորտում,2017
2,4,1,0,Հետազոտական եւ նախագծային աշխատանքներ պաշտպանության ոլորտում,2017
2,4,1,1,«Գիտական եւ գիտատեխնիկական նպատակային-ծրագրային հետազոտություններ» ծրագրի շրջանակներում կատարվող Հատուկ գիտահետազոտական եւ փորձակոնստրուկտորական աշխատանքներ,2017
2,5,0,0,Պաշտպանություն (այլ դասերին չպատկանող),2017
2,5,1,0,Պաշտպանություն (այլ դասերին չպատկանող),2017
2,5,1,1,Պաշտպանության բնագավառի այլ ծախսեր,2017
2,5,1,2,Այլընտրանքային ծառայության ապահովում,2017
2,5,1,3,Զորակոչիկներին վարորդական իրավունքի վկայականների տրման եւ քննությունների ընդունման ծախսեր,2017
2,5,1,4,Հումանիտար ականազերծման եւ փորձագիտական ծառայությունների կազմակերպում,2017
2,5,1,5,Այլ ծախսեր,2017
3,0,0,0,"ՀԱՍԱՐԱԿԱԿԱՆ ԿԱՐԳ,  ԱՆՎՏԱՆԳՈՒԹՅՈՒՆ ԵՎ ԴԱՏԱԿԱՆ ԳՈՐԾՈՒՆԵՈՒԹՅՈՒՆ",2017
3,1,0,0,Հասարակական կարգ եւ անվտանգություն,2017
3,1,1,0,Ոստիկանություն,2017
3,1,1,1,ՀՀ  անձնագրերի բլանկների տպագրություն,2017
3,1,1,2,Հասարակական կարգի պահպանության ապահովում,2017
3,1,1,3,Պետավտոհամարանիշների ձեռքբերում,2017
3,1,1,4,"ՀՀ պետական կառավարման մարմինների եւ կազմակերպությունների շենքերի եւ շինությունների, ինչպես նաեւ կարեւորագույն նշանակության օբյեկտների պահպանություն",2017
3,1,1,5,"ՀՀ ՊՆ, ՀՀ ԿԱ ԱԱԾ կրտսեր, միջին, ավագ եւ ՀՀ ոստիկանության միջին, ավագ, գլխավոր սպայական անձնակազմին` կենցաղային տեխնիկայի ձեռքբերմանն աջակցելու նպատակով տրամադրվող սպառողական վարկերի  տոկոսագումարները 2 կամ 3 տոկոսային կետով համաֆինանսավորման ծրագիր",2017
3,1,1,6,ՀՀ կառավարությանն առընթեր ՀՀ ոստիկանության ստորոբաժանումների կողմից ՀՀ անունից պայմանագրային հիմունքներով պահպանության եւ անվտանգության գծով իրականացվող ծառայությունների մատուցում,2017
3,1,1,7,"ՀՀ կառավարությանն առընթեր ՀՀ ոստիկանության ճանապարհային ոստիկանության կողմից արձանագրված խախտումների համար վարչական տուգանքների գանձումներից, գրանցման-քննական ծառայությունների դիմաց վճարումներ եւ այլ վճարովի ծառայություններ",2017
3,1,1,8,«Քաղաքացիների բժշկական օգնության եւ սպասարկման վճարովի ծառայության մատուցում»,2017
3,1,1,9,ՀՀ քաղաքացու անձնագիր տալու կամ փոխանակելու վճարովի ծառայություն,2017
3,1,2,0,Ազգային անվտանգություն,2017
3,1,2,1,Ազգային անվտանգության ապահովում,2017
3,1,2,4,ՀՀ կառավարական կապի անվտանգության ապահովում,2017
3,1,3,0,Պետական պահպանություն,2017
3,1,3,1,Պետական պահպանության ապահովում,2017
3,2,0,0,Փրկարար  ծառայություն,2017
3,2,1,0,Փրկարար ծառայություն,2017
3,2,1,1,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների պահպանում (նախարարությունների աշխատակազմերի  մասով)",2017
3,2,1,2,Փրկարար ծառայության համակարգի ստորաբաժանումների պահպանում,2017
3,2,1,40,Նախարարության «Ծրագրերի իրականացման գրասենյակ» պետական հիմնարկի պահպանում,2017
3,3,0,0,Դատական գործունեություն եւ իրավական պաշտպանություն,2017
3,3,1,0,Դատարաններ,2017
3,3,1,1,ՀՀ սահմանադրական դատարանի պահպանում,2017
3,3,1,2,Դատական ակտերի հարկադիր կատարումն ապահովող ծառայության պահպանում,2017
3,3,1,3,ՀՀ սահմանադրական դատարանի պահուստային ֆոնդ,2017
3,3,1,4,ՀՀ դատարանների պահուստային ֆոնդ,2017
3,3,1,5,ՀՀ դատարանների պահպանում,2017
3,3,1,6,Դատական ակտերի հարկադիր կատարումն ապահովող ծառայության նյութական խրախուսման եւ համակարգի զարգացման ֆոնդ,2017
3,3,1,7,«Հայաստանում դատական արխիվային նյութերի թվայնացում» դրամաշնորհային ծրագիր,2017
3,3,1,40,Համաշխարհային բանկի աջակցությամբ  իրականացվող Դատաիրավական բարեփոխումների երկրորդ ծրագրի լրացուցիչ ֆինանսավորման ծրագիր,2017
3,3,2,0,Իրավական պաշտպանություն,2017
3,3,2,1,ՀՀ մարդու իրավունքների պաշտպանի աշխատակազմի պահպանման ծախսեր,2017
3,3,2,2,Հանրային պաշտպանի գրասենյակի պահպանում,2017
3,3,2,3,ՀՀ մարդու իրավունքների պաշտպանի աշխատակազմի կարողությունների զարգացում,2017
3,3,2,4,"Դատավարություններին ընդգրկված թարգմանիչների, փորձագետների եւ վկաների վարձատրություն",2017
3,3,2,5,Անվճարունակության գործերով կառավարիչներին իրենց մատուցած ծառայությունների դիմաց փոխհատուցում,2017
3,3,2,6,Երեխաների իրավունքների ոտնահարման դեպքերին արձագանքելու համար մարդու իրավունքների պաշտպանի աշխատակազմի կարողությունների զարգացում,2017
3,3,2,7,Հայաստանում փախստականների եւ ապաստան հայցողների իրավունքների պաշտպանության ոլորտում մարդու իրավունքների պաշտպանի աշխատակազմի կարողությունների զարգացում,2017
3,3,2,8,"Կայուն զարգացման նպատակների իրականացման աջակցություն, ջրի եւ սանիտարական պայմանների առկայությունը որպես մարդու իրավունք",2017
3,4,0,0,Դատախազություն,2017
3,4,1,0,Դատախազություն,2017
3,4,1,1,ՀՀ դատախազության պահպանում,2017
3,4,1,2,ՀՀ դատախազության պահուստային ֆոնդ,2017
3,4,1,3,ՀՀ դատախազության կարողությունների զարգացում,2017
3,5,0,0,Կալանավայրեր,2017
3,5,1,0,Կալանավայրեր,2017
3,5,1,1,Քրեակատարողական համակարգի պահպանում,2017
3,5,1,2,«Էլեկտրոնային մոնիթորինգի սարքավորումների փորձարկում քրեակատարողական հիմնարկների պիլոտային ստորաբաժանումներում» դրամաշնորհային ծրագիր,2017
3,6,0,0,Հետազոտական ու նախագծային աշխատանքներ հասարակական կարգի եւ անվտանգության ոլորտում,2017
3,6,1,0,Հետազոտական ու նախագծային աշխատանքներ հասարակական կարգի եւ անվտանգության ոլորտում,2017
3,7,0,0,Նախաքննություն,2017
3,7,1,0,Նախաքննություն,2017
3,7,1,1,ՀՀ քննչական կոմիտեի պահպանում,2017
3,7,1,2, ՀՀ քննչական կոմիտեի պահուստային ֆոնդ,2017
3,7,1,3,ՀՀ հատուկ քննչական ծառայության պահպանում,2017
3,7,1,4,ՀՀ հատուկ քննչական ծառայության պահուստային ֆոնդ,2017
3,7,1,5,ՀՀ քննչական կոմիտեի կարողությունների զարգացում,2017
3,8,1,0,Հասարակական կարգ եւ անվտանգություն (այլ դասերին չպատկանող),2017
4,0,0,0,ՏՆՏԵՍԱԿԱՆ ՀԱՐԱԲԵՐՈՒԹՅՈՒՆՆԵՐ,2017
4,1,0,0,"Ընդհանուր բնույթի տնտեսական, առեւտրային եւ աշխատանքի գծով հարաբերություններ",2017
4,1,1,0,Ընդհանուր բնույթի տնտեսական եւ առեւտրային  հարաբերություններ,2017
4,1,1,1,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2017
4,1,1,2,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների պահպանում (նախարարությունների աշխատակազմերի  մասով)",2017
4,1,1,3,Ստանդարտների  մշակման ծառայություններ,2017
4,1,1,4,Արտասահմանում առեւտրային ներկայացուցչությունների պահպանում,2017
4,1,1,5,Հիդրոօդերեւութաբանական ծառայություններ,2017
4,1,1,6,Պետական աջակցություն  Հայաստանի  ՓՄՁ  ԶԱԿ հիմնադրամի կանոնադրական հիմնախնդիրների իրականացմանը,2017
4,1,1,7,Տեխնիկական կանոնակարգի պահանջների եւ չափագիտական կանոնների ու նորմերի պահպանման վերահսկողության պետական ծրագիր,2017
4,1,1,8,Պետական աջակցություն «ՀՀ հավատարմագրման համակարգի բարեփոխում եւ Հավաքագրման ազգային մարմնի կայացում» ծրագրին,2017
4,1,1,9,ՀՀ արտահանմանն ուղղված արդյունաբերական քաղաքականության ոազմավարությամբ նախատեսված միջոցառումների իրականացման պետական աջակցություն,2017
4,1,1,10,ՀՀ էկոնոմիկայի նախարարության ներքո գործող տեսչական բարեփոխումների քարտուղարության պետական աջակցության ծրագիր,2017
4,1,1,11,Հայաստանում ներդրումային  միջավայրի բարեփոխումների ծրագիր,2017
4,1,1,12,Տնտեսական հետազոտությունների կենտրոնի ստեղծում,2017
4,1,1,13,Պետական աջակցություն «Հայաստանի զարգացման հիմնադրամ» - ի կանոնադրական հիմնախնդիրների իրականացմանը,2017
4,1,1,14,ՀՀ տնտեսական զարգացման եւ ներդրումների նախարարության Շուկայի վերահսկողության տեսչական մարմնի պահպանում,2017
4,1,1,15,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների պահպանում արտաբյուջետային միջոցների հաշվին",2017
4,1,1,40,Որակի ենթակառուցվածքների բարեփոխում,2017
4,1,2,0,Աշխատանքի հետ կապված ընդհանուր բնույթի հարաբերություններ,2017
4,2,0,0,"Գյուղատնտեսություն, անտառային տնտեսություն, ձկնորսություն եւ որսորդություն",2017
4,2,1,0,Գյուղատնտեսություն,2017
4,2,1,1,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների  պահպանում",2017
4,2,1,2,"Գործադիր իշխանության, պետական կառավարման հանրապետական եւ տարածքային կառավարման մարմինների պահպանում (նախարարությունների աշխատակազմերի  մասով)",2017
4,2,1,3,Սերմերի որակի ստուգման   ու պետական սորտափորձարկման միջոցառումներ,2017
4,2,1,4,Բույսերի պաշտպանության միջոցառումներ,2017
4,2,1,5,Հողերի ագրոքիմիական հետազոտության եւ բերրիության բարձրացման միջոցառումներ,2017
4,2,1,6,Գյուղատնտեսական կենդանիների պատվաստում,2017
4,2,1,7,Գյուղական խորհրդատվական ծառայություններ,2017
4,2,1,8,Անասնաբուժասանիտարիայի եւ բուսասանիտարիայի  ծառայությունների մատուցում,2017
4,2,1,9,"Գյուղատնտեսական կենդանիների հիվանդությունների լաբորատոր ախտորոշման եւ կենդանական ծագում ունեցող հումքի եւ նյութի, բույսերի կարանտինի, գյուղմշակաբույսերի եւ բույսերի պաշտպանության միջոցների լաբորատոր փորձաքննությունների իրականացում",2017
4,2,1,10,Գյուղատնտեսության ոլորտին տրամադրվող վարկերի տոկոսադրույքների սուբսիդավորման ծրագիր,2017
4,2,1,11,Դանիական թագավորության աջակցությամբ իրականացվող «Գյուղական կարողությունների ստեղծում» դրամաշնորհային ծրագիր,2017
4,2,1,12,Համաշխարհային բանկի աջակցությամբ իրականացվող Համայնքների գյուղատնտեսական ռեսուրսների կառավարման եւ մրցունակության երկրորդ ծրագիր,2017
