MINID,NAME,DATA
106005,Գեղարքունիքի մարզպետարան,2017
106006,Լոռու մարզպետարան,2017
106007,Կոտայքի մարզպետարան,2017
106008,Շիրակի մարզպետարան,2017
106009,Սյունիքի մարզպետարան,2017
106010,Վայոց ձորի մարզպետարան,2017
106011,Տավուշի մարզպետարան,2017
301001,"Կոնվերս բանկ
",2017
301002,ՀՀ կառավարություն ,2017
301003,Մարդու իրավունքների պաշտպանի աշխատակազմ,2017
301004,Բելոռուսիա,2017
301005,Հայկական ավիաղուիներ ՊՓԲԸ,2017
301006,Գրեյթ Վելիի ՍՊԸ,2017
301007,Այլ մարմիններ,2017
301008,Աշտարակյան Գինիներ ՓԲԸ,2017
301009,«Լինսի» հիմնադրամ,2017
301010,Տավրոս,2017
301011,Ագրոբանկ,2017
301012,Հանքավան Սպրինգս ՍՊԸ,2017
301013,Վրաստան,2017
301014,Ոռոգում ՊՓԲԸ,2017
301015,Լինսի հիմնադրամ,2017
301016,«Գլաձոր»  ՈՒՎԿ,2017
301020,Այլ մարմիններ,2017
301021,Այլ մարմիններ,2017
301022,Այլ մարմիններ,2017
301099, ,2017
302001,«Հայկական ատոմակայան» ՓԲԸ,2017
302002,«Բարձրավոլտ էլեկտր.ցանցեր»ՓԲԸ,2017
302003,«Էլեկտրաէներներգետիկական համակարգի օպերատոր» ՓԲԸ,2017
302004,«Հայաստանի էլեկտրակ.ցանցեր»ՓԲԸ,2017
302005,Միջազգային էներգետիկ կորպորացիա» ՓԲԸ,2017
302006,«Դարդան» ՍՊԸ-ից` «Ավտոճանապարհային մեքենաներ» ՓԲԸ-ի պարտքի մարում,2017
302007,«Ակբա-Կրեդիտ Ագրիոկլ բանկ»ՓԲԸ,2017
302008,«Նոր Ակունք» ՓԲԸ,2017
302009,«Կարեն Դեմիրճյանի անվան մետրոպոլիտեն»ՊՓԸ,2017
302010,«Հայջրմուղկոյուղի» ՓԲԸ,2017
302011,«Վայք Գրուպ» ՓԲԸ,2017
302012,«Որոտանի հիդրոէլեկտրոկայանների համալիր» ՓԲԸ,2017
302013,«ՓՄՁ ներդրումներ» ՈՒՎԿ հիմնադրամ,2017
302014,«Հայաստանի ՓՄՁ ԶԱԿ»հիմնադրամ,2017
302015,«Արմենիա մոլիբդեն փրոդաքշն»ՍՊԸ,2017
302016,«Զանգեզուր մայնինգ» ՍՊԸ,2017
302017,«Թամարա Ֆրութ» ՓԲԸ,2017
302018,«Հայջրմուղկոյուղի» ՓԲԸ«Համայնքային ջրամատակարարման եւ ջրահեռացման ծրագիր»,2017
302019,ՀՀկենտրոնական բանկից /«Գերմանահայկական հիմնադրամ» ծրագրի կարգավորման գրասենյակի կողմից տնտեսության կայունացման վարկավորման ծրագրի շրջանակներում տրամադրված վարկերից/,2017
302020,Այլ վարկառուներից,2017
302021,«Սպիտակի »Վանուհի» ԲԲԸ,2017
302022,ՀՀ պետական կառավարման մարմիններ,2017
302023,ՀՀ տարածքային կառավարման մարմիններ,2017
302024,«Հրաշք այգի» ՍՊԸ,2017
302025,«Բերիություն» ԱՄ-ի Մասիսի շրջանային միավորում» ՍՊԸ,2017
302026,«Միկշին» ՍՊԸ,2017
302027,«Լոռի ջրմուղկոյուղի» ՓԲԸ,2017
302028,«Շիրակ ջրմուղկոյուղի» ՓԲԸ,2017
302029,«Ավանդների փոխհատուցումը երաշխավորող հիմնադրամ» ՓԲԸ,2017
302030,«Ռադիոիզոտոպների արտադրության կենտրոն» ՓԲԸ,2017
302031,«Հայջրմուղկոյուղի» ՓԲԸ «Փոքր համայնքների ջրամատակարարման եւ ջրահեռացման ծրագիր»,2017
302032,«Երեւանի Ջերմաէլեկտրակենտրոն» ՓԲԸ,2017
302033,«Երեւանի Վ. Բրյուսովի անվան պետական լեզվահասարակագիտական համալսարան» ՊՈԱԿ,2017
302034,«Վայք գրուպ» ՓԲԸ,2017
302035,Այլ,2017
302036,Սալսա դիվելոփմենտ ՓԲԸ,2017
302037,"Վերականգնվող էներգետիկայի եւ էներգախնայողության, քաղաքային ջեռուցման փորձնական ծրագրեր",2017
302038,Գյուղական ֆինանսավորման կառույց,2017
302039,«Հայջրմուղկոյուղի» ՓԲԸ «Ջրամատակարարման եւ ջրահեռացման սեկտորի ծրագիր»,2017
302040,Հայաստանում գյուղական տարածքների տնտեսական զարգացման հիմնադրամ,2017
